16/12/2020 11:15:59,8584000.0
16/12/2020 11:16:01,13158000.0
16/12/2020 11:16:02,13158000.0
16/12/2020 11:16:04,17637000.0
16/12/2020 11:16:05,17606000.0
16/12/2020 11:16:07,17606000.0
16/12/2020 11:16:08,10299000.0
16/12/2020 11:16:10,10299000.0
16/12/2020 11:16:11,10309000.0
16/12/2020 11:16:13,8584000.0
16/12/2020 11:16:14,8584000.0
16/12/2020 11:16:16,8584000.0
16/12/2020 11:16:17,13141000.0
16/12/2020 11:16:19,13158000.0
16/12/2020 11:16:20,17575000.0
16/12/2020 11:16:22,17575000.0
16/12/2020 11:16:23,17544000.0
16/12/2020 11:16:24,10299000.0
16/12/2020 11:16:26,10288000.0
16/12/2020 11:16:27,10299000.0
16/12/2020 11:16:29,8602000.0
16/12/2020 11:16:30,8584000.0
16/12/2020 11:16:32,13115000.0
16/12/2020 11:16:33,13158000.0
16/12/2020 11:16:35,13158000.0
16/12/2020 11:16:36,17606000.0
16/12/2020 11:16:38,17575000.0
16/12/2020 11:16:39,17575000.0
16/12/2020 11:16:41,10299000.0
16/12/2020 11:16:42,10309000.0
16/12/2020 11:16:44,10299000.0
16/12/2020 11:16:45,8602000.0
16/12/2020 11:16:47,8602000.0
16/12/2020 11:16:48,13141000.0
16/12/2020 11:16:50,13141000.0
16/12/2020 11:16:51,13158000.0
16/12/2020 11:16:52,17637000.0
16/12/2020 11:16:54,17606000.0
16/12/2020 11:16:55,17606000.0
16/12/2020 11:16:57,10299000.0
16/12/2020 11:16:58,10299000.0
16/12/2020 11:17:00,8584000.0
16/12/2020 11:17:01,8584000.0
16/12/2020 11:17:03,8584000.0
16/12/2020 11:17:04,13141000.0
16/12/2020 11:17:06,13158000.0
16/12/2020 11:17:07,13175000.0
16/12/2020 11:17:09,17575000.0
16/12/2020 11:17:10,17606000.0
16/12/2020 11:17:12,17637000.0
16/12/2020 11:17:13,10299000.0
16/12/2020 11:17:15,10309000.0
16/12/2020 11:17:16,8584000.0
16/12/2020 11:17:17,8584000.0
16/12/2020 11:17:19,8584000.0
16/12/2020 11:17:20,13158000.0
16/12/2020 11:17:22,13175000.0
16/12/2020 11:17:23,13141000.0
16/12/2020 11:17:25,17606000.0
16/12/2020 11:17:26,17575000.0
16/12/2020 11:17:28,10320000.0
16/12/2020 11:17:29,10309000.0
16/12/2020 11:17:31,10288000.0
16/12/2020 11:17:32,8565000.0
16/12/2020 11:17:34,8602000.0
16/12/2020 11:17:35,8584000.0
16/12/2020 11:17:37,13141000.0
16/12/2020 11:17:38,13141000.0
16/12/2020 11:17:40,13158000.0
16/12/2020 11:17:41,17606000.0
16/12/2020 11:17:42,17637000.0
16/12/2020 11:17:44,10309000.0
16/12/2020 11:17:45,10299000.0
16/12/2020 11:17:47,10299000.0
16/12/2020 11:17:48,8602000.0
16/12/2020 11:17:50,8602000.0
16/12/2020 11:17:51,8584000.0
16/12/2020 11:17:53,13158000.0
16/12/2020 11:17:54,13141000.0
16/12/2020 11:17:56,17606000.0
16/12/2020 11:17:57,17606000.0
16/12/2020 11:17:59,17606000.0
16/12/2020 11:18:00,10320000.0
16/12/2020 11:18:02,10309000.0
16/12/2020 11:18:03,10299000.0
16/12/2020 11:18:05,8602000.0
16/12/2020 11:18:06,8584000.0
16/12/2020 11:18:07,8602000.0
16/12/2020 11:18:09,13175000.0
16/12/2020 11:18:10,13158000.0
16/12/2020 11:18:12,17606000.0
16/12/2020 11:18:13,17575000.0
16/12/2020 11:18:15,17637000.0
16/12/2020 11:18:16,10320000.0
16/12/2020 11:18:18,10320000.0
16/12/2020 11:18:19,10309000.0
16/12/2020 11:18:21,8584000.0
16/12/2020 11:18:22,8584000.0
16/12/2020 11:18:24,8602000.0
16/12/2020 11:18:25,13141000.0
16/12/2020 11:18:27,13175000.0
16/12/2020 11:18:28,17637000.0
16/12/2020 11:18:30,17606000.0
16/12/2020 11:18:31,17637000.0
16/12/2020 11:18:32,10309000.0
16/12/2020 11:18:34,10309000.0
16/12/2020 11:18:35,10309000.0
16/12/2020 11:18:37,8584000.0
16/12/2020 11:18:38,8584000.0
16/12/2020 11:18:40,13158000.0
16/12/2020 11:18:41,13158000.0
16/12/2020 11:18:43,13158000.0
16/12/2020 11:18:44,17575000.0
16/12/2020 11:18:46,17606000.0
16/12/2020 11:18:47,17606000.0
16/12/2020 11:18:49,10331000.0
16/12/2020 11:18:50,10309000.0
16/12/2020 11:18:52,10299000.0
16/12/2020 11:18:53,8584000.0
16/12/2020 11:18:55,8584000.0
16/12/2020 11:18:56,13141000.0
16/12/2020 11:18:58,13158000.0
